timestamp,min_cpu,max_cpu,avg_cpu
113100,13.97,35.7,21.36
113400,5.77,29.92,17.29
113700,12.45,36.89,21.91
114000,17.14,40.7,31.07
114300,5.15,26.35,17.53
114600,5.45,22.49,15.8
114900,11.72,33.36,23.59
115200,18.89,49.86,32.78
115500,10.37,32.52,21.38
115800,6.4,33.19,14.68
116100,15.95,27.4,22.31
116400,5.55,37.82,19.34
116700,9.22,39.36,24.18
117000,12.32,33.44,19.44
117300,17.13,41.88,24.71
117600,16.97,49.0,29.32
117900,19.21,43.41,32.27
118200,12.74,42.29,25.27
118500,5.53,17.19,11.21
118800,7.88,35.9,19.89
119100,18.98,38.31,26.74
119400,18.12,37.63,27.31
119700,11.15,25.5,17.94
120000,11.56,31.36,21.78
120300,16.2,37.18,27.27
120600,16.26,38.5,30.18
120900,18.45,31.79,25.21
121200,14.5,42.53,23.21
121500,17.97,37.61,25.33
121800,7.88,26.93,21.28
122100,19.47,36.43,28.91
122400,18.97,31.51,25.07
122700,8.93,34.1,18.51
123000,10.51,25.88,19.45
123300,13.45,39.05,20.66
123600,8.65,30.27,23.35
123900,6.5,31.31,13.08
124200,11.62,34.54,22.39
124500,18.36,38.03,29.17
124800,19.37,41.08,30.85
125100,19.79,44.58,26.17
125400,9.72,31.87,21.81
125700,9.9,28.88,20.31
126000,11.74,34.69,21.0
126300,6.9,24.14,15.88
126600,8.15,25.55,15.18
126900,12.23,37.65,26.53
127200,6.66,24.41,13.77
127500,13.09,39.93,21.84
127800,8.99,33.96,23.17
128100,7.27,17.89,12.43
128400,15.21,31.26,22.27
128700,14.45,26.87,20.39
129000,14.76,37.34,28.88
129300,6.11,33.83,14.07
129600,8.64,26.06,18.69
129900,8.86,37.65,18.29
130200,9.91,28.07,16.09
130500,11.27,30.07,18.92
130800,8.3,28.28,22.29
131100,8.5,26.8,14.64
131400,7.2,37.94,18.0
131700,14.74,29.65,23.34
132000,9.2,29.17,18.77
132300,9.46,27.78,20.91
132600,13.76,35.81,23.95
132900,5.86,26.42,12.0
133200,19.63,40.68,33.86
133500,6.97,30.58,19.48
133800,18.57,40.13,25.59
134100,14.8,30.5,22.9
134400,8.9,37.16,17.81
134700,7.69,32.54,15.08
135000,5.67,32.48,14.57
135300,6.65,24.78,14.11
135600,14.5,28.88,20.33
135900,19.35,43.24,33.89
136200,5.64,32.04,16.53
136500,12.02,31.9,25.26
136800,8.94,26.96,15.22
137100,8.61,39.41,22.04
137400,19.99,36.11,29.95
137700,8.36,24.0,17.1
138000,15.89,37.55,29.91
138300,11.91,37.52,26.88
138600,10.21,41.32,21.85
138900,6.69,23.37,12.21
139200,17.7,41.94,27.34
139500,16.74,34.58,28.31
139800,6.02,20.51,11.46
140100,14.96,28.62,21.9
140400,8.45,27.79,15.82
140700,7.16,27.11,16.36
141000,8.8,37.74,22.41
141300,6.81,26.73,15.39
141600,16.4,40.19,30.18
141900,7.26,22.45,17.16
142200,12.13,33.15,25.34
142500,12.71,32.72,26.13
142800,13.45,31.13,22.12
143100,9.71,30.74,19.05
143400,10.36,40.02,23.34
143700,18.15,40.42,23.9
144000,9.61,30.27,18.52
144300,16.09,36.04,28.02
144600,7.51,31.89,16.62
144900,9.91,31.08,22.09
145200,15.61,37.78,27.98
145500,9.04,38.57,19.54
145800,10.65,38.37,22.33
146100,13.95,38.85,24.12
146400,6.48,30.14,16.38
146700,14.73,33.93,28.82
147000,11.8,32.73,24.89
147300,11.73,29.25,16.97
147600,5.82,32.47,16.21
147900,16.94,34.93,23.46
148200,10.08,27.31,21.61
148500,18.75,42.42,24.07
148800,13.93,27.78,22.05
149100,12.57,30.64,23.12
149400,5.59,28.58,12.54
149700,12.33,23.91,18.31
150000,19.46,41.49,28.07
150300,18.93,37.9,26.31
150600,5.13,27.2,11.67
150900,11.22,34.6,16.5
151200,17.1,43.53,31.89
151500,15.59,30.85,25.74
151800,8.5,26.31,19.81
152100,18.74,32.67,25.85
152400,18.17,35.67,25.76
152700,5.63,25.04,19.38
153000,14.82,42.54,26.67
153300,17.71,37.56,26.08
153600,11.09,29.28,23.08
153900,8.85,33.46,15.25
154200,94.15,100.0,97.33
154500,12.21,25.62,19.77
154800,10.71,33.24,18.25
155100,14.02,36.47,20.71
155400,5.06,35.68,17.72
155700,5.68,27.27,17.45
156000,17.89,30.5,24.93
156300,17.48,47.99,31.73
156600,11.54,34.29,19.3
156900,15.85,35.17,28.61
157200,15.06,39.6,28.18
157500,11.75,26.35,17.51
157800,8.93,42.68,23.91
158100,10.37,34.51,22.51
158400,15.56,39.96,27.48
158700,10.65,39.92,21.58
159000,13.57,29.06,22.78
159300,8.29,29.76,22.03
159600,11.94,43.46,25.09
159900,12.1,30.89,24.64
160200,16.27,43.81,29.21
160500,9.52,39.67,20.89
160800,18.71,46.75,27.7
161100,8.74,26.69,13.79
161400,5.2,28.65,18.88
161700,6.53,24.85,13.7
162000,19.36,42.7,33.47
162300,19.93,39.08,30.45
162600,14.27,33.91,24.77
162900,6.09,33.81,17.7
163200,14.87,35.4,23.34
163500,12.93,36.35,21.21
163800,5.78,27.7,14.01
164100,13.31,31.09,22.0
164400,13.8,35.97,22.1
164700,12.57,41.5,27.09
165000,11.06,32.43,17.11
165300,19.3,32.71,25.19
165600,17.55,32.36,25.54
165900,6.84,31.78,13.12
166200,8.9,33.13,23.14
166500,13.91,30.77,22.67
166800,8.41,37.09,17.97
167100,6.06,33.0,15.67
167400,9.48,40.03,21.01
167700,17.83,30.12,23.86
168000,7.4,22.95,14.57
168300,15.48,34.84,27.51
168600,17.97,32.77,26.61
168900,13.38,29.39,19.8
169200,7.41,27.76,21.95
169500,11.44,24.36,16.74
169800,7.67,33.54,15.92
170100,6.87,32.0,14.77
170400,9.86,32.94,14.9
170700,7.9,23.34,16.06
171000,16.02,39.38,26.89
171300,7.49,31.69,15.63
171600,9.84,36.9,20.86
171900,14.65,38.24,24.5
172200,5.58,24.14,12.59
172500,5.94,25.84,14.84
172800,11.39,37.99,22.48
173100,5.08,27.35,17.09
173400,13.29,40.57,26.11
173700,17.7,37.53,28.75
174000,16.91,43.79,24.59
174300,9.71,40.48,23.78
174600,10.58,30.23,17.21
174900,15.85,41.02,21.17
175200,9.88,32.07,20.5
175500,9.56,36.48,23.94
175800,11.35,33.95,21.54
176100,10.51,32.19,24.38
176400,10.12,31.0,18.8
176700,7.42,34.53,18.64
177000,15.02,29.42,22.22
177300,19.89,38.76,31.21
177600,15.43,37.41,21.59
177900,19.47,43.09,32.08
178200,18.74,33.34,25.59
178500,8.23,21.99,15.81
178800,6.63,39.75,21.37
179100,16.16,42.86,29.59
179400,7.54,25.23,13.27
179700,6.13,33.89,18.77
180000,17.34,39.11,30.76
180300,18.84,38.85,30.58
180600,17.39,49.2,30.1
180900,14.45,26.66,20.56
181200,8.79,32.25,19.26
181500,17.75,49.77,30.71
181800,13.28,41.95,26.9
182100,11.24,35.31,24.71
182400,14.31,40.67,22.03
182700,12.16,32.89,25.08
183000,10.54,32.14,21.35
183300,17.09,45.85,26.27
183600,15.98,38.65,24.01
183900,17.67,41.62,31.54
184200,8.14,29.21,13.68
184500,19.28,48.09,30.43
184800,6.02,36.76,19.07
185100,11.1,35.29,23.11
185400,16.32,43.25,28.57
185700,7.4,34.72,19.5
186000,14.32,33.15,24.17
186300,6.33,28.91,15.07
186600,17.01,36.73,22.07
186900,10.88,34.61,22.41
187200,17.11,42.03,29.85
187500,12.74,37.53,18.14
187800,13.8,38.62,24.7
188100,15.68,39.41,21.66
188400,12.76,24.17,18.98
188700,13.13,38.05,24.87
189000,7.94,29.96,21.62
189300,18.09,38.27,32.69
189600,5.13,21.94,10.93
189900,14.15,44.29,27.01
190200,18.31,44.26,27.35
190500,6.58,31.43,14.3
190800,16.67,41.57,29.17
191100,15.37,46.29,28.99
191400,12.19,37.77,23.94
191700,8.74,35.32,16.68
192000,6.89,27.71,16.67
192300,6.05,29.1,11.18
192600,19.81,43.83,33.51
192900,14.55,34.62,29.45
193200,8.22,21.73,15.9
193500,15.34,31.82,22.97
193800,7.39,25.33,17.37
194100,12.83,39.67,22.64
194400,19.78,45.44,25.9
194700,7.29,27.46,15.64
195000,5.83,31.11,13.81
195300,15.6,37.45,23.79
195600,10.34,34.57,18.29
195900,10.42,39.12,21.08
196200,8.33,19.41,13.69
196500,12.55,36.82,18.62
196800,19.77,38.44,29.08
197100,8.82,36.79,17.35
197400,15.32,28.29,20.75
197700,5.18,27.9,18.38
198000,14.44,30.47,20.8
198300,7.3,32.2,14.63
198600,17.8,47.64,27.73
198900,7.52,28.73,19.35
199200,13.77,36.59,25.3
199500,12.44,29.77,23.88
199800,14.13,37.36,22.27
200100,14.84,45.26,25.85
200400,17.73,35.31,28.7
200700,17.6,36.31,24.23
201000,16.31,41.58,21.65
201300,13.64,43.96,27.79
201600,6.69,25.89,19.45
201900,7.6,34.54,16.72
202200,5.76,32.79,18.81
202500,15.25,35.41,24.85
202800,5.66,30.3,16.04
203100,19.22,37.17,31.55
203400,16.21,40.45,28.73
203700,18.76,40.69,29.04
204000,6.0,24.39,19.2
204300,12.46,31.16,18.07
204600,15.77,43.65,30.17
204900,9.28,36.87,23.31
205200,11.28,31.81,22.0
205500,7.79,32.09,15.7
205800,18.83,38.38,24.73
206100,12.62,32.98,27.33
206400,15.32,41.83,30.28
206700,19.04,36.03,27.51
207000,5.41,25.37,17.67
207300,17.35,41.73,26.22
207600,12.16,33.71,21.7
207900,6.25,29.69,18.38
208200,15.44,32.11,22.85
208500,6.02,26.87,11.18
208800,11.06,24.7,16.41
209100,5.54,28.82,12.47
209400,18.7,37.75,27.67
209700,5.07,24.29,19.05
210000,16.22,43.98,24.12
210300,19.49,35.02,26.4
210600,15.81,42.32,23.28
210900,10.06,30.29,15.36
211200,16.59,39.05,27.95
211500,13.29,36.64,22.34
211800,16.35,35.38,29.31
212100,8.79,32.84,19.5
212400,9.51,33.77,23.76
212700,12.01,38.54,26.5
213000,12.82,29.88,21.95
213300,17.64,47.01,27.76
213600,17.27,44.19,24.96
213900,15.93,44.57,26.69
214200,15.47,46.69,28.0
214500,6.81,27.55,17.55
214800,11.66,29.62,24.13
215100,12.85,37.73,20.48
215400,5.58,31.31,18.91
215700,12.43,30.14,23.62
216000,11.9,33.23,19.79
216300,12.74,35.64,18.42
216600,18.17,40.95,27.07
216900,11.63,29.63,20.57
217200,9.65,36.16,18.42
217500,10.57,30.89,22.15
217800,8.35,31.0,16.65
218100,5.54,24.06,12.02
218400,6.63,33.74,15.95
218700,13.74,32.49,26.84
219000,11.15,29.22,24.17
219300,9.18,35.71,20.79
219600,14.21,43.29,27.01
219900,5.64,26.89,16.37
220200,6.71,26.74,17.15
220500,18.73,41.14,28.3
220800,5.52,34.55,16.52
221100,12.43,43.21,24.94
221400,7.45,28.39,18.86
221700,8.4,22.29,15.27
222000,14.55,34.23,21.19
222300,11.07,26.1,18.81
222600,7.59,27.27,20.66
222900,14.68,36.78,25.04
223200,11.8,35.24,25.72
223500,11.33,32.07,25.46
223800,92.73,100.0,94.24
224100,18.59,35.21,25.83
224400,13.2,34.73,26.41
224700,5.8,26.84,16.8
225000,18.42,52.18,32.26
225300,17.85,43.74,32.74
225600,14.53,42.98,26.36
225900,17.91,35.06,26.73
226200,9.39,33.81,20.76
226500,7.79,33.54,18.89
226800,8.21,23.89,18.12
227100,15.67,40.31,30.13
227400,13.39,38.29,22.34
227700,10.0,39.19,24.31
228000,16.48,30.74,21.9
228300,12.71,36.77,27.32
228600,7.86,29.9,15.17
228900,13.56,41.99,27.82
229200,5.15,29.37,11.36
229500,13.05,27.1,18.3
229800,18.48,41.05,28.51
230100,9.07,29.33,14.21
230400,6.2,28.44,20.57
230700,5.98,30.07,17.04
231000,10.94,34.91,20.64
231300,10.85,41.37,21.51
231600,8.35,37.1,22.69
231900,14.08,33.51,27.32
232200,6.78,21.45,16.07
232500,13.7,41.77,26.13
232800,13.72,25.35,20.33
233100,15.0,30.75,21.16
233400,18.43,34.54,27.61
233700,10.67,27.2,18.65
234000,14.84,32.95,26.16
234300,14.21,33.13,25.54
234600,18.69,44.91,30.88
234900,12.64,38.24,25.51
235200,6.32,31.76,16.52
235500,16.23,31.32,21.67
235800,10.37,37.19,25.1
236100,17.84,29.62,24.26
236400,9.91,34.31,15.14
236700,17.35,40.74,29.9
237000,8.58,40.7,22.94
237300,5.07,31.43,18.16
237600,18.08,50.08,32.17
237900,6.05,22.69,11.23
238200,18.13,41.78,24.46
238500,7.46,40.16,20.44
238800,13.19,35.59,19.27
239100,8.76,25.06,18.24
239400,9.19,35.29,17.49
239700,19.65,50.4,33.1
240000,16.34,44.97,31.0
240300,6.24,28.47,19.55
240600,19.81,34.09,25.57
240900,7.66,24.11,15.9
241200,19.52,45.85,30.66
241500,13.46,42.13,24.01
241800,10.32,42.34,24.68
242100,12.22,32.13,22.83
242400,5.9,32.5,15.95
242700,19.94,42.45,34.05
243000,9.82,36.41,17.61
243300,17.07,37.9,28.83
243600,6.9,26.7,14.87
243900,15.42,39.65,26.3
244200,14.5,28.15,20.0
244500,10.87,25.99,17.6
244800,9.59,35.91,17.07
245100,14.2,37.75,20.21
245400,8.7,31.07,14.23
245700,13.15,26.8,19.22
246000,14.01,36.37,19.36
246300,16.21,40.0,21.29
246600,19.17,41.98,33.82
246900,8.18,36.06,18.95
247200,8.9,32.91,20.94
247500,5.86,29.2,16.66
247800,10.01,37.44,17.64
248100,16.69,36.4,21.76
248400,14.6,36.8,19.69
248700,8.15,33.13,20.35
249000,7.3,24.76,17.89
249300,5.45,33.85,16.96
249600,11.35,37.65,18.93
249900,10.03,29.34,19.93
250200,18.69,43.87,31.02
250500,17.14,34.14,23.33
250800,5.09,30.46,18.49
251100,19.21,43.1,33.1
251400,15.36,30.19,23.96
251700,10.97,35.56,17.9
252000,7.82,25.8,20.36
252300,5.02,35.6,16.47
252600,17.69,41.54,28.92
252900,14.35,37.19,22.04
253200,8.91,42.25,23.24
253500,12.33,32.27,17.34
253800,6.62,28.4,15.25
254100,10.51,35.55,18.44
254400,17.98,40.67,26.04
254700,13.46,31.7,26.01
255000,9.8,26.18,20.27
255300,13.11,34.39,24.83
255600,10.41,31.48,19.59
255900,17.4,33.94,24.47
256200,5.55,31.44,11.88
256500,17.23,41.27,22.61
256800,13.05,35.26,24.96
257100,5.99,24.85,19.35
257400,5.14,34.71,19.29
257700,16.61,31.83,22.83
258000,18.0,37.85,32.48
258300,8.81,29.31,15.74
258600,5.34,23.13,11.6
258900,6.22,26.66,12.58
259200,9.67,37.63,20.61
259500,17.57,41.92,26.08
259800,14.67,31.69,19.73
260100,15.73,43.49,24.19
260400,6.59,20.89,12.78
260700,13.61,39.91,21.37
261000,10.63,30.1,20.84
261300,9.31,33.73,19.78
261600,13.78,40.82,24.35
261900,5.2,26.5,15.12
262200,91.82,100.0,95.05
262500,10.39,39.58,23.87
262800,5.01,34.65,19.69
263100,7.16,35.18,21.88
263400,17.93,47.27,28.82
263700,19.01,37.51,32.35
264000,16.97,36.53,28.22
264300,18.05,46.0,27.63
264600,12.14,32.48,18.05
264900,9.83,39.25,20.63
265200,6.91,38.25,19.92
265500,13.66,34.56,26.99
265800,10.6,32.38,16.14
266100,5.59,29.89,12.81
266400,8.59,26.89,16.12
266700,8.95,27.22,14.67
267000,19.41,41.66,33.06
267300,19.83,31.06,25.34
267600,19.52,37.45,28.48
267900,19.44,31.74,25.26
268200,5.58,36.17,17.45
268500,5.24,31.04,11.23
268800,14.82,47.86,28.28
269100,14.43,41.87,22.7
269400,17.45,36.02,29.51
269700,19.96,45.64,29.95
270000,10.97,35.09,22.7
270300,11.46,34.93,17.23
270600,17.38,46.08,31.88
270900,8.11,36.07,19.09
271200,12.77,31.54,18.18
271500,17.06,49.16,29.23
271800,15.09,42.98,23.36
272100,13.36,40.34,25.18
272400,16.91,43.25,30.04
272700,11.34,27.52,17.78
273000,9.7,27.7,20.98
273300,15.9,42.15,26.14
273600,9.5,40.47,22.36
273900,10.74,26.72,20.54
274200,16.96,44.67,25.15
274500,11.01,23.76,18.45
274800,16.39,41.05,25.76
275100,8.76,27.99,16.78
275400,12.88,31.17,23.46
275700,18.58,42.64,29.88
276000,14.81,37.15,23.67
276300,19.42,43.9,33.54
276600,17.81,46.33,30.51
276900,18.35,43.54,25.64
277200,10.12,28.2,19.19
277500,13.72,38.88,26.08
277800,5.18,33.17,19.29
278100,18.11,37.48,29.17
278400,9.35,37.74,18.29
278700,13.25,31.13,21.34
