timestamp,min_cpu,max_cpu,avg_cpu
1751587215,24.72,49.35,32.93
1751587815,18.83,45.94,29.8
1751588415,16.67,47.46,31.52
1751589016,21.53,42.6,30.13
1751589616,21.3,48.64,28.77
1751590216,24.48,43.58,31.71
1751590816,24.11,47.9,34.36
1751591416,28.02,49.14,33.41
1751592016,26.12,40.67,32.61
1751592616,28.69,41.86,35.88
1751593217,25.06,38.96,30.86
1751593817,18.95,50.61,31.87
1751594417,26.63,44.76,32.93
1751595017,22.79,49.58,34.06
1751595617,19.82,38.61,29.34
1751596217,17.14,48.19,28.57
1751596817,19.44,37.4,31.56
1751597418,26.34,40.79,35.49
1751598018,27.11,42.27,33.54
1751598618,24.39,45.75,36.47
1751599218,29.06,48.74,35.36
1751599818,23.53,48.13,34.0
1751600418,32.96,58.75,39.91
1751601018,18.18,44.27,33.15
1751601619,25.03,58.67,39.16
1751602219,33.09,48.51,39.44
1751602819,24.07,55.0,38.3
1751603419,29.69,45.58,37.52
1751604019,22.28,50.2,36.31
1751604619,31.65,55.83,39.59
1751605219,26.17,53.8,39.24
1751605819,31.59,60.43,43.55
1751606420,29.54,51.6,42.43
1751607020,35.39,51.27,41.67
1751607620,31.73,52.07,41.24
1751608220,33.75,58.16,43.55
1751608820,35.97,51.76,45.14
1751609420,37.41,50.17,43.24
1751610020,34.84,58.56,44.78
1751610621,39.3,58.09,46.17
1751611221,32.35,66.88,47.15
1751611821,32.85,62.17,46.81
1751612421,36.86,57.51,45.48
1751613021,30.49,52.16,44.5
1751613621,37.7,56.65,49.73
1751614221,38.65,66.68,49.0
1751614822,38.17,53.34,46.43
1751615422,39.69,57.14,47.45
1751616022,38.26,64.5,45.87
1751616622,41.89,59.32,50.23
1751617222,39.46,52.76,47.19
1751617822,43.55,65.64,49.27
1751618422,35.9,57.87,49.18
1751619023,44.25,60.82,54.03
1751619623,44.68,74.08,54.83
1751620223,47.85,69.97,54.9
1751620823,43.0,67.76,51.04
1751621423,39.15,58.9,52.92
1751622023,43.04,71.73,55.54
1751622623,44.83,62.45,56.01
1751623224,37.37,57.9,49.31
1751623824,49.02,72.25,55.08
1751624424,41.56,57.69,50.94
1751625024,45.01,67.22,51.39
1751625624,41.46,73.32,55.79
1751626224,48.33,69.56,54.47
1751626824,42.47,72.84,55.13
1751627424,47.85,72.85,55.97
1751628025,46.35,65.7,55.73
1751628625,40.03,73.91,54.25
1751629225,40.66,73.58,54.8
1751629825,44.65,74.66,56.77
1751630425,45.42,69.28,54.87
1751631025,45.19,70.62,54.42
1751631625,43.16,67.48,54.87
1751632226,47.16,71.42,53.73
1751632826,47.59,69.67,57.47
1751633426,42.72,70.45,55.78
1751634026,46.89,63.33,54.55
1751634626,40.43,62.57,52.93
1751635226,48.5,69.35,56.39
1751635826,48.95,66.99,55.54
1751636427,46.9,60.72,53.61
1751637027,45.43,62.81,55.99
1751637627,40.08,59.88,52.8
1751638227,49.63,70.96,55.12
1751638827,48.29,70.76,53.99
1751639427,44.78,68.54,53.09
1751640027,39.62,69.22,51.76
1751640628,43.19,67.13,51.86
1751641228,39.67,66.58,52.9
1751641828,49.22,69.75,55.26
1751642428,40.94,60.77,48.02
1751643028,39.16,64.25,49.69
1751643628,42.51,64.63,52.1
1751644228,32.65,54.25,47.01
1751644829,31.11,54.83,45.23
1751645429,41.04,67.25,48.29
1751646029,39.48,62.07,48.52
1751646629,37.33,49.29,44.0
1751647229,38.62,54.68,47.95
1751647829,32.96,61.88,47.77
1751648429,40.08,59.58,49.02
1751649029,32.56,56.45,43.27
1751649630,31.6,64.72,45.83
1751650230,32.71,61.96,45.42
1751650830,34.56,63.41,47.19
1751651430,33.63,53.12,45.67
1751652030,32.87,52.02,43.12
1751652630,31.55,53.65,44.34
1751653230,27.91,48.38,42.74
1751653831,32.27,58.21,43.21
1751654431,33.24,62.49,42.84
1751655031,30.04,49.92,41.58
1751655631,31.57,59.91,42.64
1751656231,24.96,51.75,39.68
1751656831,28.47,53.95,39.99
1751657431,29.45,59.4,40.9
1751658032,32.54,57.95,38.04
1751658632,23.66,48.86,34.93
1751659232,26.47,52.54,37.01
1751659832,30.99,50.54,36.85
1751660432,31.91,53.21,38.79
1751661032,28.74,43.13,37.55
1751661632,22.3,42.85,35.08
1751662233,29.93,50.83,35.18
1751662833,26.71,47.65,37.77
1751663433,22.81,52.61,32.71
1751664033,25.36,53.89,34.78
1751664633,21.92,46.72,31.63
1751665233,23.11,45.89,30.99
1751665833,21.44,40.94,35.33
1751666434,16.93,40.29,31.85
1751667034,29.05,42.19,34.36
1751667634,25.76,46.97,32.76
1751668234,19.5,41.56,28.32
1751668834,22.06,47.48,29.04
1751669434,16.6,50.13,30.69
1751670034,20.63,42.66,30.6
1751670634,23.67,38.21,31.2
1751671235,24.54,51.95,33.19
1751671835,18.8,47.69,28.28
1751672435,23.54,46.71,30.52
1751673035,17.24,35.93,29.95
1751673635,12.09,41.64,24.6
1751674235,17.79,43.39,26.34
1751674835,17.48,39.02,26.75
1751675436,9.86,38.06,21.56
1751676036,18.58,40.64,24.68
1751676636,11.54,41.1,22.08
1751677236,10.08,29.56,24.2
1751677836,12.41,34.96,22.02
1751678436,13.06,31.11,24.14
1751679036,14.68,38.83,26.69
1751679637,14.21,45.49,25.95
1751680237,16.6,34.8,26.92
1751680837,14.27,38.32,25.91
1751681437,7.86,27.31,21.91
1751682037,6.64,41.19,21.6
1751682637,16.42,37.93,28.49
1751683237,11.43,38.76,24.39
1751683838,20.26,46.0,29.98
1751684438,21.65,45.32,28.77
1751685038,20.72,36.25,30.69
1751685638,25.6,42.19,31.04
1751686238,22.02,39.96,29.88
1751686838,17.81,37.01,29.12
1751687438,16.75,39.65,29.54
1751688039,17.07,44.1,28.61
1751688639,22.93,41.12,32.45
1751689239,19.03,36.56,29.95
1751689839,24.64,48.04,32.32
1751690439,20.01,49.83,32.64
1751691039,27.26,41.85,34.17
1751691639,27.56,41.08,35.28
1751692239,20.02,50.88,34.1
1751692840,28.2,50.18,33.47
1751693440,23.74,42.11,35.9
1751694040,20.14,49.39,34.99
1751694640,22.47,55.5,36.31
1751695240,24.02,55.15,35.36
1751695840,28.46,53.07,39.66
1751696440,19.08,48.18,32.17
1751697041,32.22,51.29,38.54
1751697641,33.82,54.74,41.1
1751698241,32.81,53.55,40.66
1751698841,31.14,59.79,40.97
1751699441,32.17,59.59,40.3
1751700041,31.34,53.47,42.25
1751700641,33.87,52.84,42.56
1751701242,29.43,55.43,40.66
1751701842,35.63,51.81,41.83
1751702442,33.56,61.55,42.65
1751703042,37.73,64.15,45.93
1751703642,37.43,60.32,44.84
1751704242,35.94,61.91,42.46
1751704842,34.03,58.7,44.86
1751705443,29.36,63.32,43.95
1751706043,34.99,50.73,44.58
1751706643,38.78,58.81,44.33
1751707243,39.26,55.8,46.65
1751707843,42.22,64.66,48.56
1751708443,40.47,64.59,50.81
1751709043,37.02,67.91,48.57
1751709644,38.85,66.92,48.14
1751710244,38.81,59.45,47.72
1751710844,34.91,57.43,48.17
1751711444,37.34,54.42,47.03
1751712044,35.94,63.81,47.54
1751712644,36.42,49.44,44.2
1751713244,42.4,61.63,48.3
1751713844,40.65,62.5,51.37
1751714445,48.04,63.66,54.59
1751715045,43.92,64.04,50.21
1751715645,37.66,59.07,52.16
1751716245,36.55,64.59,50.82
1751716845,33.41,55.67,47.21
1751717445,37.8,54.27,48.04
1751718045,42.9,58.82,49.39
1751718646,34.03,66.66,47.79
1751719246,40.35,71.04,51.62
1751719846,35.38,55.45,47.42
1751720446,38.91,54.65,46.27
1751721046,42.85,64.94,49.13
1751721646,39.96,57.96,49.26
1751722246,35.51,55.78,48.8
1751722847,33.56,65.14,46.39
1751723447,32.37,62.36,44.93
1751724047,35.49,54.43,45.65
1751724647,38.32,60.63,49.04
1751725247,39.84,68.58,48.61
1751725847,31.93,55.15,43.89
1751726447,34.13,56.52,46.41
1751727048,33.57,58.96,41.57
1751727648,35.34,54.96,48.01
1751728248,36.36,56.69,45.56
1751728848,35.21,62.94,45.85
1751729448,29.65,57.06,44.33
1751730048,36.53,50.87,41.56
1751730648,31.0,55.95,45.01
1751731249,34.74,63.22,44.28
1751731849,28.17,49.65,37.35
1751732449,36.74,53.25,43.44
1751733049,33.53,59.28,41.57
1751733649,34.97,51.01,42.5
1751734249,28.5,50.33,41.37
1751734849,27.1,56.62,42.03
1751735449,29.17,48.82,37.45
1751736050,25.91,49.88,35.65
1751736650,26.29,49.19,37.18
1751737250,24.83,58.2,38.57
1751737850,26.26,40.1,35.03
1751738450,26.81,51.06,36.27
1751739050,26.43,52.13,35.89
1751739650,20.8,44.99,34.85
1751740251,29.58,54.69,36.43
1751740851,26.3,41.37,34.93
1751741451,16.89,50.1,30.53
1751742051,17.89,46.64,31.39
1751742651,24.05,38.64,32.71
1751743251,25.49,44.33,32.06
1751743851,19.79,49.2,33.64
1751744452,25.36,45.92,33.82
1751745052,20.61,47.32,31.52
1751745652,12.96,47.31,27.4
1751746252,23.19,45.91,31.6
1751746852,20.94,42.2,29.01
1751747452,19.74,39.77,28.31
1751748052,16.31,37.0,29.43
1751748653,19.21,50.45,32.04
1751749253,20.84,45.24,27.03
1751749853,17.09,35.9,30.62
1751750453,13.01,35.03,27.85
1751751053,13.96,40.24,27.91
1751751653,21.63,44.6,28.33
1751752253,16.22,27.67,22.04
1751752854,16.41,39.81,26.05
1751753454,18.33,37.06,23.51
1751754054,11.78,29.18,21.34
1751754654,9.69,38.3,23.84
1751755254,11.13,44.36,24.49
1751755854,19.99,35.35,26.71
1751756454,20.59,43.2,26.88
1751757054,12.71,44.44,25.48
1751757655,15.95,31.84,26.61
1751758255,13.88,31.97,25.34
1751758855,17.27,38.86,24.36
1751759455,13.67,41.74,22.48
1751760055,11.08,26.28,19.42
1751760655,10.21,34.7,23.51
1751761255,12.69,27.29,21.91
1751761856,8.24,25.31,17.55
1751762456,14.51,38.66,21.29
1751763056,6.9,37.93,19.28
1751763656,6.95,27.92,20.93
1751764256,12.47,29.09,21.22
1751764856,17.14,39.24,23.62
1751765456,2.95,29.19,17.39
1751766057,7.14,28.85,18.28
1751766657,13.8,41.05,22.29
1751767257,16.09,36.65,24.17
1751767857,15.46,35.86,22.56
1751768457,14.82,45.71,26.09
1751769057,13.04,36.63,27.46
1751769657,12.6,41.67,25.48
1751770258,12.53,38.55,23.03
1751770858,16.39,30.72,24.36
1751771458,12.04,34.78,24.88
1751772058,15.4,33.84,26.98
1751772658,15.19,34.89,27.31
1751773258,15.18,36.94,25.36
1751773858,15.7,35.33,24.19
1751774459,22.94,37.39,28.45
1751775059,20.81,35.79,29.41
1751775659,14.36,39.47,27.02
1751776259,24.92,49.33,30.23
1751776859,22.97,48.58,33.63
1751777459,23.06,45.99,30.45
1751778059,14.39,34.9,26.79
1751778659,24.8,44.09,32.31
1751779260,21.52,54.46,36.24
1751779860,26.11,50.7,34.17
1751780460,27.37,49.58,34.46
1751781060,18.77,41.35,31.82
1751781660,28.42,50.3,34.15
1751782260,18.4,50.83,31.91
1751782860,20.81,53.64,34.15
1751783461,30.19,42.1,35.97
1751784061,31.24,53.43,37.22
1751784661,22.87,46.49,36.64
1751785261,32.94,49.06,38.44
1751785861,30.91,52.34,38.28
1751786461,27.7,49.96,34.19
1751787061,32.61,46.93,40.51
1751787662,27.9,56.94,41.63
1751788262,36.29,50.98,41.55
1751788862,32.73,61.58,43.55
1751789462,33.44,52.0,38.72
1751790062,29.74,54.4,40.77
1751790662,29.25,52.7,38.2
1751791262,32.43,58.49,42.71
1751791863,29.91,54.89,44.19
1751792463,31.09,54.09,38.63
1751793063,35.13,50.06,40.32
1751793663,27.04,56.99,41.07
1751794263,33.96,60.62,41.74
1751794863,30.76,59.51,39.77
1751795463,35.16,53.35,43.61
1751796064,34.97,60.5,43.93
1751796664,35.84,58.62,44.55
1751797264,34.53,63.41,45.76
1751797864,33.44,57.63,46.34
1751798464,40.43,63.22,45.56
1751799064,33.79,61.71,43.58
1751799664,35.77,54.69,45.26
1751800264,40.55,61.25,47.2
1751800865,33.35,66.72,47.94
1751801465,32.15,62.08,45.11
1751802065,38.87,56.64,48.94
1751802665,37.84,66.12,46.99
1751803265,38.97,57.66,45.99
1751803865,38.87,55.69,46.25
1751804465,35.43,58.63,43.59
1751805066,37.84,55.71,48.15
1751805666,38.94,54.2,46.32
1751806266,32.93,64.1,47.19
1751806866,36.5,64.65,46.78
1751807466,34.25,60.21,43.65
1751808066,39.25,60.52,45.37
1751808666,36.0,57.82,48.38
1751809267,32.42,53.81,43.35
1751809867,27.99,61.67,41.86
1751810467,32.34,54.79,41.83
1751811067,39.01,54.5,45.99
1751811667,30.53,59.45,41.88
1751812267,27.47,53.73,41.6
1751812867,34.0,50.56,45.13
1751813468,39.78,58.88,45.32
1751814068,30.39,59.07,42.27
1751814668,29.66,54.17,39.32
1751815268,28.03,50.28,41.48
1751815868,26.35,52.23,39.24
1751816468,36.17,58.07,42.7
1751817068,36.84,60.7,42.61
1751817669,32.02,50.91,41.38
1751818269,24.08,54.72,38.18
1751818869,26.34,41.43,35.15
1751819469,23.77,55.24,38.39
1751820069,31.14,53.31,37.07
1751820669,22.82,48.88,34.1
1751821269,24.92,46.69,36.93
1751821869,24.36,43.64,33.21
1751822470,29.45,43.93,35.05
1751823070,31.17,43.61,37.47
1751823670,31.74,42.08,36.99
1751824270,29.91,43.89,36.28
1751824870,26.08,42.87,33.74
1751825470,26.15,51.68,31.88
1751826070,23.72,39.71,33.67
1751826671,18.61,43.28,31.98
1751827271,21.31,44.52,33.39
1751827871,20.8,41.9,30.08
1751828471,15.25,43.45,27.21
1751829071,20.55,45.22,30.27
1751829671,17.76,49.06,29.83
1751830271,19.72,38.53,30.18
1751830872,18.17,37.28,29.89
1751831472,14.39,45.9,26.34
1751832072,15.37,37.54,26.1
1751832672,12.18,32.24,24.1
1751833272,15.04,38.82,25.55
1751833872,19.59,34.49,24.86
1751834472,16.96,31.8,23.65
1751835073,16.96,36.57,23.97
1751835673,16.25,33.43,25.29
1751836273,22.51,37.05,28.49
1751836873,13.85,37.51,22.54
1751837473,5.93,32.07,20.56
1751838073,13.29,36.94,23.6
1751838673,14.3,34.16,26.37
1751839274,6.09,35.87,20.77
1751839874,10.65,38.49,21.09
1751840474,7.69,39.41,20.63
1751841074,19.08,38.63,24.87
1751841674,7.34,26.6,19.39
1751842274,15.45,31.33,23.79
1751842874,13.21,30.5,22.77
1751843474,9.69,31.55,22.19
1751844075,8.17,28.5,20.81
1751844675,11.96,33.06,20.13
1751845275,8.68,26.94,18.5
1751845875,11.42,29.12,18.59
1751846475,12.24,27.26,21.48
1751847075,10.24,32.19,18.98
1751847675,11.66,39.35,22.88
1751848276,8.49,38.42,19.54
1751848876,16.53,36.19,23.45
1751849476,14.26,37.06,20.61
1751850076,11.21,35.25,23.03
1751850676,7.29,29.64,19.41
1751851276,8.21,37.49,22.17
1751851876,15.73,41.35,23.55
1751852477,16.16,38.0,23.67
1751853077,16.2,41.05,22.53
1751853677,9.45,42.24,23.92
1751854277,16.31,38.4,21.97
1751854877,17.98,39.55,25.6
1751855477,19.81,37.51,27.59
1751856077,11.59,37.95,25.09
1751856678,13.65,34.16,26.31
1751857278,16.15,33.65,25.58
1751857878,19.17,37.18,27.48
1751858478,13.59,36.63,22.7
1751859078,20.03,34.09,26.94
1751859678,13.89,37.61,26.66
1751860278,14.29,33.8,26.06
1751860879,15.52,35.46,25.18
1751861479,15.06,45.44,28.79
1751862079,14.46,38.94,26.8
1751862679,23.58,39.51,28.98
1751863279,17.34,42.25,29.37
1751863879,16.63,42.25,28.73
1751864479,18.66,38.27,29.26
1751865080,25.15,44.31,30.48
1751865680,22.96,49.64,33.55
1751866280,22.08,37.81,29.06
1751866880,17.25,48.03,30.82
1751867480,24.33,47.57,33.21
1751868080,28.91,42.61,36.49
1751868680,26.81,49.21,35.09
1751869280,26.28,43.12,36.68
1751869881,20.12,49.4,33.76
1751870481,24.54,51.43,32.85
1751871081,22.93,49.67,34.45
1751871681,25.17,51.12,37.5
1751872281,34.13,47.43,41.75
1751872881,29.84,48.82,38.92
1751873481,22.48,47.22,36.38
1751874082,32.33,48.4,41.15
1751874682,26.04,45.46,37.86
1751875282,31.65,54.51,38.19
1751875882,36.09,49.03,42.92
1751876482,27.04,51.68,40.83
1751877082,29.55,50.37,41.54
