timestamp,min_cpu,max_cpu,avg_cpu
1751489773,32.02,50.95,41.44
1751490373,32.18,58.85,38.89
1751490973,21.63,51.22,32.41
1751491573,22.12,47.77,31.35
1751492173,16.68,41.44,28.46
1751492773,23.46,42.32,31.56
1751493374,24.47,45.98,29.92
1751493974,16.64,46.27,30.36
1751494574,22.38,41.75,29.91
1751495174,30.57,47.31,35.87
1751495774,16.85,32.94,26.14
1751496374,23.27,39.22,29.49
1751496974,20.62,31.59,26.36
1751497575,20.73,39.86,32.64
1751498175,20.63,44.17,34.04
1751498775,17.76,43.24,31.77
1751499375,15.0,39.24,28.84
1751499975,13.69,30.09,24.29
1751500575,19.25,50.36,31.31
1751501175,18.45,46.88,30.54
1751501776,27.32,46.08,34.72
1751502376,24.02,36.36,31.36
1751502976,17.04,36.41,31.1
1751503576,19.38,48.07,28.64
1751504176,33.07,59.76,42.38
1751504776,21.54,45.84,36.26
1751505376,24.9,45.53,35.44
1751505976,23.84,47.71,37.98
1751506577,26.31,40.31,34.9
1751507177,29.87,41.36,36.09
1751507777,28.07,45.96,33.48
1751508377,24.37,56.3,36.33
1751508977,31.28,42.04,36.74
1751509577,21.06,47.59,30.02
1751510177,22.18,50.55,33.43
1751510778,24.7,50.54,34.55
1751511378,26.03,47.4,38.59
1751511978,23.1,37.97,28.6
1751512578,22.21,53.48,34.39
1751513178,28.13,57.34,37.39
1751513778,28.22,57.22,38.57
1751514378,30.55,51.65,37.42
1751514979,26.29,52.91,35.82
1751515579,29.31,47.74,42.74
1751516179,24.12,51.54,38.0
1751516779,27.98,52.16,34.44
1751517379,27.72,57.55,41.92
1751517979,36.73,53.97,44.06
1751518579,27.22,56.04,38.61
1751519180,35.71,47.98,41.42
1751519780,35.36,65.19,46.22
1751520380,39.65,65.86,46.18
1751520980,30.94,51.27,41.2
1751521580,36.82,55.77,49.75
1751522180,42.01,61.37,51.78
1751522780,32.21,61.66,44.58
1751523381,31.21,54.15,43.79
1751523981,27.69,49.07,37.97
1751524581,39.51,59.98,49.72
1751525181,44.62,72.76,54.37
1751525781,29.71,50.48,41.77
1751526381,38.02,63.17,48.78
1751526981,42.93,71.48,53.78
1751527581,41.77,70.73,51.23
1751528182,36.69,63.68,51.62
1751528782,38.08,58.83,52.48
1751529382,40.76,57.01,49.81
1751529982,39.59,57.08,52.08
1751530582,47.33,62.65,53.14
1751531182,49.35,76.24,58.08
1751531782,36.93,54.99,48.6
1751532383,48.32,74.0,56.45
1751532983,39.43,62.87,54.42
1751533583,48.52,61.23,56.17
1751534183,45.35,74.96,57.0
1751534783,43.24,67.79,56.06
1751535383,43.26,66.11,54.15
1751535983,45.07,63.72,57.44
1751536584,47.47,79.08,59.93
1751537184,46.67,75.09,61.33
1751537784,47.91,76.3,61.13
1751538384,51.69,70.54,62.34
1751538984,42.43,66.37,55.12
1751539584,40.83,60.25,53.12
1751540184,57.15,79.37,63.6
1751540785,47.01,73.09,57.33
1751541385,46.41,65.26,56.05
1751541985,44.39,65.29,58.81
1751542585,53.21,65.05,59.56
1751543185,54.87,70.71,60.08
1751543785,50.91,68.73,59.96
1751544385,47.15,71.39,58.99
1751544986,49.82,65.28,60.12
1751545586,45.17,74.06,58.32
1751546186,47.27,72.57,54.79
1751546786,42.2,73.37,56.91
1751547386,50.82,69.11,57.0
1751547986,42.95,68.82,51.1
1751548586,52.85,70.5,59.44
1751549186,51.79,66.67,57.33
1751549787,41.16,66.6,55.54
1751550387,44.03,73.16,54.91
1751550987,48.53,64.55,56.23
1751551587,50.02,63.44,57.33
1751552187,45.47,74.87,55.11
1751552787,53.99,74.02,61.97
1751553387,47.64,70.55,53.63
1751553988,43.51,64.71,51.05
1751554588,48.04,68.61,55.88
1751555188,38.13,62.45,49.78
1751555788,44.27,66.52,56.76
1751556388,48.71,69.03,54.0
1751556988,37.02,57.34,50.69
1751557588,31.28,63.02,45.96
1751558189,44.42,76.06,57.11
1751558789,41.57,71.38,51.75
1751559389,42.48,64.79,48.87
1751559989,41.38,65.05,49.84
1751560589,36.13,63.39,49.74
1751561189,40.03,53.36,47.95
1751561789,37.81,62.85,49.52
1751562390,35.14,69.0,49.25
1751562990,36.56,66.48,47.19
1751563590,38.34,55.44,46.81
1751564190,41.47,52.45,47.26
1751564790,37.39,58.78,47.12
1751565390,32.58,63.39,47.0
1751565990,38.9,65.62,47.42
1751566591,40.08,60.15,48.34
1751567191,34.3,66.53,47.32
1751567791,34.81,58.95,45.35
1751568391,35.74,59.52,41.21
1751568991,30.04,56.42,38.37
1751569591,28.66,49.55,37.83
1751570191,40.43,59.96,49.56
1751570791,30.55,56.43,40.17
1751571392,27.89,50.94,38.13
1751571992,31.58,60.97,41.58
1751572592,32.3,49.52,41.85
1751573192,29.48,46.63,40.64
1751573792,24.14,49.08,34.46
1751574392,27.6,46.64,39.95
1751574992,29.61,53.33,38.75
1751575593,26.1,42.7,36.05
1751576193,20.2,45.13,33.71
1751576793,25.27,43.31,37.74
1751577393,23.98,50.79,35.22
1751577993,16.36,36.06,30.27
1751578593,25.72,50.64,33.39
1751579193,31.23,53.9,38.29
1751579794,26.57,47.15,36.49
1751580394,16.55,38.84,29.22
1751580994,21.12,46.8,35.65
1751581594,21.23,41.62,34.65
1751582194,21.68,41.75,35.24
1751582794,21.98,37.93,30.8
1751583394,23.68,40.19,34.77
1751583995,25.93,54.83,35.1
1751584595,19.45,47.14,29.37
1751585195,17.09,41.95,32.05
1751585795,26.23,39.5,33.64
1751586395,26.92,45.56,32.61
1751586995,32.64,50.25,38.94
1751587595,19.66,47.98,28.09
1751588196,19.16,50.32,31.64
1751588796,26.18,44.07,31.77
1751589396,16.94,43.7,27.91
1751589996,20.77,48.15,31.0
1751590596,11.03,33.29,25.22
1751591196,27.13,48.14,33.06
1751591796,20.3,46.76,32.57
1751592396,25.55,45.26,32.32
1751592997,23.2,40.33,31.61
1751593597,16.11,44.62,30.39
1751594197,24.24,37.7,31.17
1751594797,29.1,40.0,34.45
1751595397,25.62,39.08,33.62
1751595997,22.27,35.84,28.15
1751596597,28.19,45.36,34.75
1751597198,31.03,51.83,37.21
1751597798,27.92,48.28,37.04
1751598398,25.93,47.2,33.18
1751598998,26.48,58.58,39.39
1751599598,29.02,46.04,36.2
1751600198,28.42,46.02,37.79
1751600798,23.43,56.77,36.97
1751601399,23.82,39.99,32.92
1751601999,20.49,42.33,31.7
1751602599,26.01,47.24,36.86
1751603199,25.75,50.16,35.7
1751603799,27.35,60.84,40.85
1751604399,32.42,56.84,39.55
1751604999,32.29,58.99,40.07
1751605600,31.33,57.24,45.67
1751606200,33.22,58.96,44.76
1751606800,33.67,50.26,38.78
1751607400,25.06,53.28,37.45
1751608000,28.38,47.52,39.97
1751608600,34.9,52.73,46.88
1751609200,36.33,58.17,43.21
1751609801,27.0,47.55,41.73
1751610401,38.67,67.87,48.1
1751611001,38.95,64.85,48.5
1751611601,33.77,56.14,47.18
1751612201,35.64,56.05,44.0
1751612801,30.61,61.7,43.15
1751613401,38.02,52.84,47.53
1751614001,34.61,59.49,48.54
1751614602,36.49,67.25,50.32
1751615202,37.94,58.01,50.47
1751615802,48.1,61.68,54.4
1751616402,40.25,65.17,48.17
1751617002,39.8,51.28,45.16
1751617602,32.08,63.92,45.22
1751618202,35.51,62.04,50.35
1751618803,38.56,59.2,47.56
1751619403,42.46,62.27,54.22
1751620003,41.37,69.94,52.9
1751620603,47.19,71.53,56.22
1751621203,43.41,68.1,50.19
1751621803,40.59,67.15,52.68
1751622403,44.96,68.7,51.3
1751623004,47.99,66.29,60.93
1751623604,43.94,73.13,55.67
1751624204,47.01,75.29,59.83
1751624804,40.24,62.82,52.94
1751625404,44.37,60.7,54.82
1751626004,34.52,60.15,48.58
1751626604,43.11,67.99,55.29
1751627205,51.22,71.53,59.31
1751627805,40.41,62.78,49.62
1751628405,45.93,69.32,59.49
1751629005,42.89,72.73,55.8
1751629605,50.87,73.25,55.98
1751630205,45.3,66.53,53.82
1751630805,39.8,62.54,50.7
1751631406,47.22,63.79,54.42
1751632006,39.87,71.59,52.0
1751632606,48.21,74.14,55.45
1751633206,46.65,64.98,56.4
1751633806,44.13,69.52,55.45
1751634406,35.71,66.39,50.54
1751635006,38.75,71.69,51.93
1751635606,40.19,60.3,50.82
1751636207,36.56,69.58,51.24
1751636807,41.62,61.53,52.75
1751637407,47.69,72.77,54.63
1751638007,41.58,66.77,51.78
1751638607,45.9,63.44,58.12
1751639207,48.51,62.74,54.9
1751639807,38.85,60.51,51.4
1751640408,43.73,70.67,51.77
1751641008,37.17,62.01,48.06
1751641608,39.12,64.77,52.03
1751642208,41.29,64.56,54.14
1751642808,39.83,56.26,50.15
1751643408,46.96,71.49,56.4
1751644008,43.79,58.91,52.02
1751644609,45.44,63.67,52.48
1751645209,31.47,52.74,43.88
1751645809,41.84,65.05,46.94
1751646409,34.64,62.76,46.3
1751647009,37.67,54.28,44.79
1751647609,38.78,61.34,48.45
1751648209,41.63,68.5,50.01
1751648810,40.92,57.15,46.71
1751649410,34.53,54.1,47.73
1751650010,34.99,56.88,48.25
1751650610,30.14,60.08,40.46
1751651210,29.41,55.38,40.21
1751651810,39.49,55.66,48.11
1751652410,27.33,47.41,42.1
1751653011,32.15,45.3,39.32
1751653611,40.38,57.31,45.52
1751654211,27.07,51.72,40.61
1751654811,26.77,53.69,40.8
1751655411,35.6,57.1,42.52
1751656011,35.56,56.92,40.81
1751656611,38.49,57.77,45.09
1751657211,25.06,44.47,37.24
1751657812,37.38,60.07,43.09
1751658412,29.56,44.44,37.72
1751659012,30.89,42.25,36.14
1751659612,27.65,48.03,38.91
1751660212,34.62,60.32,41.45
1751660812,26.7,51.8,34.86
1751661412,25.55,57.52,39.25
1751662013,24.94,51.68,36.94
1751662613,30.91,49.44,36.58
1751663213,24.84,52.16,37.35
1751663813,22.61,53.11,37.32
1751664413,24.26,54.19,38.08
1751665013,19.17,51.01,31.39
1751665613,29.46,50.24,40.19
1751666214,15.6,49.07,29.68
1751666814,22.03,41.98,36.09
1751667414,15.8,36.99,30.12
1751668014,29.9,50.37,34.92
1751668614,15.7,35.88,28.41
1751669214,24.73,39.58,31.62
1751669814,24.74,35.86,29.94
1751670415,28.45,48.15,36.27
1751671015,21.71,36.52,29.87
1751671615,25.28,36.85,30.37
1751672215,17.7,47.38,31.12
1751672815,22.11,38.29,28.35
1751673415,13.46,42.29,26.04
1751674015,17.8,42.23,27.44
1751674616,13.56,28.64,18.88
1751675216,10.18,35.79,24.62
1751675816,12.01,30.71,23.83
1751676416,14.85,43.55,26.77
1751677016,19.48,42.43,26.13
1751677616,21.26,43.07,26.49
1751678216,19.2,33.54,26.28
1751678816,15.13,31.62,21.28
1751679417,8.41,38.1,22.98
1751680017,12.53,38.41,25.81
1751680617,19.11,32.67,24.61
1751681217,19.03,49.32,31.1
1751681817,11.88,39.85,22.99
1751682417,15.99,39.78,29.79
1751683017,17.35,47.46,27.86
1751683618,14.93,44.57,25.29
1751684218,9.96,30.64,22.29
1751684818,24.18,41.15,30.9
1751685418,25.54,50.78,30.96
1751686018,23.05,44.8,28.69
1751686618,23.89,45.9,30.71
1751687218,20.72,39.62,28.83
1751687819,22.98,46.32,34.78
1751688419,22.39,36.54,31.01
1751689019,17.83,42.53,30.74
1751689619,27.0,40.33,32.3
1751690219,21.84,48.55,32.27
1751690819,26.24,51.38,33.49
1751691419,23.64,43.64,36.93
1751692020,27.74,47.74,33.37
1751692620,25.91,53.4,34.5
1751693220,30.29,56.75,40.54
1751693820,21.36,40.67,34.0
1751694420,22.96,43.29,35.13
1751695020,22.14,46.49,35.06
1751695620,20.98,44.99,34.11
1751696221,27.88,56.49,41.3
1751696821,29.51,43.43,38.27
1751697421,35.7,63.43,44.04
1751698021,31.43,44.15,38.34
1751698621,29.76,49.85,41.41
1751699221,36.31,63.04,43.91
1751699821,32.36,50.94,42.01
1751700421,34.65,59.89,43.67
1751701022,29.03,59.87,40.09
1751701622,33.18,49.27,39.68
1751702222,30.35,48.86,40.56
1751702822,28.9,56.81,40.01
1751703422,34.04,58.7,41.1
1751704022,28.76,59.95,43.44
1751704622,37.26,58.14,49.78
1751705223,34.55,62.41,45.83
1751705823,40.2,55.74,47.33
1751706423,36.64,66.67,47.78
1751707023,35.33,54.77,42.27
1751707623,33.76,58.51,48.06
1751708223,43.06,67.19,51.52
1751708823,32.33,56.07,43.13
1751709424,43.14,63.97,48.21
1751710024,38.44,60.05,48.91
1751710624,37.85,58.23,46.67
1751711224,37.57,69.72,51.78
1751711824,30.78,56.53,45.73
1751712424,37.65,66.53,48.44
1751713024,38.52,60.57,45.69
1751713625,46.24,68.53,53.62
1751714225,36.03,62.37,49.92
1751714825,39.9,66.03,47.26
1751715425,33.32,64.07,47.47
1751716025,42.3,72.35,54.79
1751716625,45.57,62.24,51.07
1751717225,35.23,67.48,48.44
1751717826,40.22,69.57,51.62
1751718426,33.64,58.33,46.57
1751719026,42.03,62.62,49.85
1751719626,40.27,64.85,50.12
1751720226,32.78,61.7,46.55
1751720826,41.41,56.18,48.92
1751721426,40.91,61.91,50.0
1751722026,37.51,62.43,47.16
1751722627,39.14,65.17,50.4
1751723227,36.82,59.27,50.34
1751723827,37.7,68.79,51.25
1751724427,35.43,57.65,46.18
1751725027,33.64,56.07,43.01
1751725627,33.14,59.01,44.15
1751726227,44.08,62.48,50.18
1751726828,26.64,42.73,37.45
1751727428,29.2,56.05,43.38
1751728028,32.87,57.24,43.86
1751728628,35.4,51.9,41.81
1751729228,30.05,55.97,42.09
1751729828,31.7,60.01,44.3
1751730428,33.59,51.5,40.86
1751731029,32.97,57.64,42.09
1751731629,31.51,50.38,41.7
1751732229,34.09,54.57,42.86
1751732829,27.36,55.02,38.15
1751733429,25.01,56.99,37.89
1751734029,24.28,47.27,38.98
1751734629,23.17,55.17,36.27
1751735230,23.36,41.81,35.98
1751735830,34.19,54.01,40.24
1751736430,31.39,44.75,38.36
1751737030,31.34,48.58,38.42
1751737630,34.22,49.36,42.55
1751738230,28.4,54.41,40.97
1751738830,26.6,48.91,39.17
1751739431,30.13,56.38,36.47
1751740031,17.53,39.94,30.46
1751740631,16.13,50.0,30.35
1751741231,25.75,47.08,32.52
1751741831,21.33,53.17,35.79
1751742431,18.89,47.92,30.26
1751743031,21.96,48.56,30.67
1751743631,27.55,46.72,33.94
1751744232,20.2,40.7,29.65
1751744832,17.32,41.61,24.04
1751745432,24.1,44.0,29.93
1751746032,16.48,50.1,30.5
1751746632,22.42,43.05,35.11
1751747232,22.67,49.74,32.1
1751747832,16.96,44.16,29.23
1751748433,11.71,29.55,24.53
1751749033,19.46,42.53,26.13
1751749633,21.12,50.87,30.88
1751750233,27.6,39.81,32.85
1751750833,14.61,35.74,28.96
1751751433,7.74,30.6,21.76
1751752033,13.16,33.84,22.86
1751752634,19.12,36.14,29.66
1751753234,26.22,45.74,33.22
1751753834,15.54,30.57,24.71
1751754434,19.33,44.15,27.76
1751755034,15.29,41.72,25.42
1751755634,15.16,34.83,27.73
1751756234,17.01,34.14,26.25
1751756835,16.43,36.27,26.13
1751757435,16.01,26.79,21.35
1751758035,12.4,43.31,26.62
1751758635,7.26,38.11,22.02
1751759235,12.43,35.67,18.35
1751759835,12.55,39.61,24.94
1751760435,13.2,29.23,23.44
1751761036,11.74,45.57,26.73
1751761636,8.64,38.81,23.12
1751762236,3.71,36.46,18.21
1751762836,17.88,33.65,26.46
1751763436,15.42,42.18,23.73
1751764036,17.52,34.86,25.88
1751764636,17.42,35.14,23.38
1751765236,10.98,24.51,18.52
1751765837,17.23,40.86,22.66
1751766437,10.85,40.34,24.67
1751767037,10.55,33.16,22.51
1751767637,14.41,33.53,23.59
1751768237,18.46,36.66,24.03
1751768837,16.71,34.72,23.06
1751769437,16.9,40.25,22.29
1751770038,17.37,40.09,24.84
1751770638,14.71,38.98,27.79
1751771238,18.36,34.98,24.44
1751771838,18.02,32.22,25.08
1751772438,9.26,34.18,18.96
1751773038,21.13,43.86,27.79
1751773638,18.4,43.4,25.65
1751774239,16.49,31.16,25.83
1751774839,13.38,33.48,23.57
1751775439,17.58,40.48,27.71
1751776039,15.15,37.78,30.02
1751776639,21.26,42.38,31.98
1751777239,21.65,38.06,27.84
1751777839,25.6,43.03,32.94
1751778440,19.33,48.88,30.43
1751779040,15.11,45.94,29.37
1751779640,24.28,37.6,31.32
1751780240,19.35,51.05,31.56
1751780840,18.13,36.12,27.18
1751781440,20.25,40.94,29.33
1751782040,26.53,48.33,37.45
1751782641,18.66,43.11,33.42
1751783241,17.76,38.48,29.58
1751783841,29.3,45.27,37.76
1751784441,29.6,54.7,38.41
1751785041,26.77,51.48,32.38
1751785641,27.19,47.95,36.2
1751786241,24.76,49.61,35.02
1751786841,35.14,52.17,40.35
1751787442,28.14,57.33,39.3
1751788042,31.44,51.93,43.05
1751788642,31.33,48.19,37.99
1751789242,28.84,49.47,37.41
1751789842,27.55,48.32,39.11
1751790442,33.08,60.47,43.96
1751791042,34.05,52.0,42.25
1751791643,33.71,50.65,43.61
1751792243,32.17,49.29,41.88
1751792843,35.76,48.8,43.69
1751793443,30.89,45.67,39.73
1751794043,29.53,58.89,44.3
1751794643,31.12,57.1,46.02
1751795243,30.75,64.03,44.99
1751795844,30.74,59.13,43.07
1751796444,35.0,54.2,41.56
1751797044,39.49,60.1,44.89
1751797644,39.21,56.29,48.78
1751798244,35.15,60.73,45.24
1751798844,32.48,56.83,45.48
1751799444,36.23,61.44,42.42
1751800045,34.29,64.74,47.35
1751800645,30.47,52.78,44.39
1751801245,35.3,54.84,49.62
1751801845,37.89,57.64,50.4
1751802445,37.39,53.25,42.9
1751803045,37.42,66.45,46.66
1751803645,29.58,51.59,42.43
1751804246,41.1,63.75,52.32
1751804846,31.91,64.11,44.97
1751805446,29.09,61.21,43.56
1751806046,33.63,61.84,42.44
1751806646,30.7,54.65,41.01
1751807246,34.8,59.53,46.25
1751807846,37.38,57.23,45.56
1751808447,34.48,56.44,45.95
1751809047,35.01,67.07,47.77
1751809647,30.18,60.06,45.11
1751810247,29.77,53.35,43.78
1751810847,33.78,55.65,44.21
1751811447,36.75,66.51,48.84
1751812047,36.85,58.1,42.02
1751812647,38.2,67.32,48.13
1751813248,31.63,56.47,44.99
1751813848,36.6,55.44,47.57
1751814448,38.1,56.28,46.07
1751815048,26.67,48.86,38.39
1751815648,38.85,65.25,45.69
1751816248,33.4,56.36,41.46
1751816848,33.82,65.2,46.58
1751817449,29.42,58.39,39.79
1751818049,29.68,59.91,42.62
1751818649,28.75,56.42,42.22
1751819249,28.02,53.36,36.96
1751819849,25.05,52.66,33.99
1751820449,20.56,50.0,34.79
1751821049,20.9,48.64,32.9
1751821650,30.14,46.85,36.68
1751822250,25.32,42.31,36.41
1751822850,23.63,47.37,34.71
1751823450,24.04,51.94,36.53
1751824050,29.6,47.32,38.93
1751824650,23.99,50.45,35.48
1751825250,25.6,48.32,34.55
1751825851,17.95,39.78,31.39
1751826451,22.84,41.43,32.03
1751827051,28.19,47.1,35.78
1751827651,26.71,42.3,32.44
1751828251,22.16,46.22,29.64
1751828851,23.28,47.2,31.65
1751829451,27.19,50.14,36.08
1751830052,15.8,41.19,28.57
1751830652,19.87,36.7,29.27
1751831252,19.14,41.6,29.52
1751831852,14.68,43.83,24.63
1751832452,18.99,40.02,28.43
1751833052,19.54,35.82,28.14
1751833652,8.73,33.84,22.22
1751834252,19.08,34.08,26.34
1751834853,19.74,47.97,29.65
1751835453,13.74,39.14,25.78
1751836053,19.0,37.43,26.6
1751836653,7.36,41.98,22.01
1751837253,9.55,36.9,23.63
1751837853,13.8,41.98,22.0
1751838453,5.86,22.82,16.8
1751839054,5.06,26.85,19.4
1751839654,8.32,31.05,19.27
1751840254,15.48,30.38,22.48
1751840854,16.75,31.99,23.57
1751841454,9.82,35.92,19.71
1751842054,17.96,43.67,24.71
1751842654,18.56,34.52,27.38
1751843255,13.74,39.25,22.51
1751843855,14.87,34.57,20.13
1751844455,11.25,35.07,26.1
1751845055,10.96,32.52,19.14
1751845655,11.2,24.63,17.66
1751846255,5.89,28.54,18.38
1751846855,12.05,34.58,20.52
1751847456,9.02,29.27,21.15
1751848056,7.17,27.2,19.52
1751848656,12.76,31.94,20.91
1751849256,13.78,37.63,24.36
1751849856,7.72,37.77,21.9
1751850456,9.4,38.46,18.65
1751851056,13.86,30.86,19.8
1751851657,9.62,37.86,19.04
1751852257,12.58,38.84,21.6
1751852857,14.83,27.93,21.84
1751853457,4.51,27.89,16.02
1751854057,7.71,40.69,21.99
1751854657,23.1,42.87,28.23
1751855257,12.17,42.81,23.32
1751855857,12.45,29.41,23.65
1751856458,9.55,42.25,22.65
1751857058,16.24,32.34,24.03
1751857658,19.4,45.12,28.23
1751858258,14.25,41.67,27.99
1751858858,19.56,34.57,26.0
1751859458,18.86,44.42,25.97
1751860058,20.51,44.83,26.27
1751860659,17.28,33.2,27.97
1751861259,6.69,32.23,20.83
1751861859,20.94,41.69,28.65
1751862459,14.53,42.7,24.27
1751863059,17.3,47.73,30.81
1751863659,18.43,34.97,25.35
1751864259,16.19,50.19,30.33
1751864860,13.67,45.02,26.82
1751865460,21.11,47.1,32.88
1751866060,15.66,39.39,28.64
1751866660,18.94,47.22,27.82
1751867260,27.35,49.86,33.94
1751867860,21.83,46.74,28.66
1751868460,23.63,48.24,35.17
1751869061,29.24,49.8,36.25
1751869661,28.85,44.78,38.76
1751870261,30.68,41.91,36.61
1751870861,28.92,49.85,37.81
1751871461,34.6,59.72,40.44
1751872061,30.78,50.33,42.3
1751872661,39.05,62.55,44.75
1751873262,37.22,48.16,42.61
1751873862,24.76,41.3,35.29
1751874462,31.25,58.62,45.78
1751875062,33.71,47.56,40.37
1751875662,34.98,58.82,39.98
1751876262,35.42,64.53,47.49
